Study ID,Study Title,Institute,Analysis,Released,Samples,tissue,condition,treatment,Download  (* : Contains raw data),url,Collection Summary,Sample Type,Collection Location,analysis_id,ion_mode,ms_instrument_type,ms_instrument_name,ms_method_file,lc_type,lc_system,column_model,lc_method_file,analytical_time,lc_summary
ST001423,Aspirin Metabolomics in Colorectal Cancer Chemoprevention - blood (part-III),Emory University,LC-MS  #,7/20/20 0:00,494,plasma,aspirin,,Uploaded data (289G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001423,Blood plasma samples were collected from non-fasting participants in the Aspirin/Folate Polyp Prevention Study at enrollment (baseline) and after three years of study treatment. Blood samples were collected in tubes containing EDTA and after centrifugation aliquots of plasma were transferred to 1.8ml freezer tubes and stored frozen at -20C or lower. The samples were shipped on dry ice from the clinical centers to the Dartmouth biorepository storage facility (for storage at -70C) and subsequently to the metabolomics analysis lab at Emory University.,Blood (plasma),,AN002380,POSITIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM_QEHF-MS_092017_10min_v2,HILIC,Dionex UltiMate 3000,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=20160120_posC18120kres10mim_ESI_hilicposwash_acore.meth,10 min,
ST001423,Aspirin Metabolomics in Colorectal Cancer Chemoprevention - blood (part-III),Emory University,LC-MS  #,7/20/20 0:00,494,plasma,aspirin,,Uploaded data (289G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001423,Blood plasma samples were collected from non-fasting participants in the Aspirin/Folate Polyp Prevention Study at enrollment (baseline) and after three years of study treatment. Blood samples were collected in tubes containing EDTA and after centrifugation aliquots of plasma were transferred to 1.8ml freezer tubes and stored frozen at -20C or lower. The samples were shipped on dry ice from the clinical centers to the Dartmouth biorepository storage facility (for storage at -70C) and subsequently to the metabolomics analysis lab at Emory University.,Blood (plasma),,AN002381,POSITIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM_QEHF-MS_092017_10min_v2,Reversed phase,Dionex UltiMate 3000,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=20160120_posHILIC120kres10min_ESI_c18poswash_acrore.meth,10 min,
ST001423,Aspirin Metabolomics in Colorectal Cancer Chemoprevention - blood (part-III),Emory University,LC-MS  #,7/20/20 0:00,494,plasma,aspirin,,Uploaded data (289G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001423,Blood plasma samples were collected from non-fasting participants in the Aspirin/Folate Polyp Prevention Study at enrollment (baseline) and after three years of study treatment. Blood samples were collected in tubes containing EDTA and after centrifugation aliquots of plasma were transferred to 1.8ml freezer tubes and stored frozen at -20C or lower. The samples were shipped on dry ice from the clinical centers to the Dartmouth biorepository storage facility (for storage at -70C) and subsequently to the metabolomics analysis lab at Emory University.,Blood (plasma),,AN002381,POSITIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM_QEHF-MS_092017_10min_v2,Reversed phase,Dionex UltiMate 3000,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=20160120_posC18120kres10mim_ESI_hilicposwash_acore.meth,10 min,
ST001428,Role of environmental toxicants in modulating disease severity in children with NAFLD,Emory University,LC-MS  #,7/28/22 0:00,514,plasma and serum,onalcoholic fatty liver disease NAFLD and nonalcoholic steatohepatitis (NASH),,Uploaded data (195.8G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001428,"Serum obtained from blood vein draw for children, which are acquired near in time to liver biopsy, for the subject in the NASH CRN cohort. Blood samples were collected in red top vacutainer tubers and sit upright for 30 minutes for clot formation, followed by centrifugation and removal of 500uL aliquots of serum to 1.8mL freezer tubes and stores in a -70C freezer. The samples were shipped on dry ice from the clinical centers to CHEAR URR at Emory University.",Blood (serum),,AN002387,POSITIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM_QEHF-MS_092017_v1.pdf,HILIC,Dionex UltiMate 3000,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=20200407_posHILIC120kres5min_ESI_c18negwash.meth,5 min,
ST001428,Role of environmental toxicants in modulating disease severity in children with NAFLD,Emory University,LC-MS  #,7/28/22 0:00,514,plasma and serum,onalcoholic fatty liver disease NAFLD and nonalcoholic steatohepatitis (NASH),,Uploaded data (195.8G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001428,"Serum obtained from blood vein draw for children, which are acquired near in time to liver biopsy, for the subject in the NASH CRN cohort. Blood samples were collected in red top vacutainer tubers and sit upright for 30 minutes for clot formation, followed by centrifugation and removal of 500uL aliquots of serum to 1.8mL freezer tubes and stores in a -70C freezer. The samples were shipped on dry ice from the clinical centers to CHEAR URR at Emory University.",Blood (serum),,AN002387,POSITIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM_QEHF-MS_092017_v1.pdf,HILIC,Dionex UltiMate 3000,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=20200407_negC18120kres5min_ESI_HILICposwash.meth,5 min,
ST001428,Role of environmental toxicants in modulating disease severity in children with NAFLD,Emory University,LC-MS  #,7/28/22 0:00,514,plasma and serum,onalcoholic fatty liver disease NAFLD and nonalcoholic steatohepatitis (NASH),,Uploaded data (195.8G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001428,"Serum obtained from blood vein draw for children, which are acquired near in time to liver biopsy, for the subject in the NASH CRN cohort. Blood samples were collected in red top vacutainer tubers and sit upright for 30 minutes for clot formation, followed by centrifugation and removal of 500uL aliquots of serum to 1.8mL freezer tubes and stores in a -70C freezer. The samples were shipped on dry ice from the clinical centers to CHEAR URR at Emory University.",Blood (serum),,AN002388,NEGATIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM_QEHF-MS_092017_v1.pdf,Reversed phase,Dionex UltiMate 3000,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=20200407_posHILIC120kres5min_ESI_c18negwash.meth,5 min,
ST001428,Role of environmental toxicants in modulating disease severity in children with NAFLD,Emory University,LC-MS  #,7/28/22 0:00,514,plasma and serum,onalcoholic fatty liver disease NAFLD and nonalcoholic steatohepatitis (NASH),,Uploaded data (195.8G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001428,"Serum obtained from blood vein draw for children, which are acquired near in time to liver biopsy, for the subject in the NASH CRN cohort. Blood samples were collected in red top vacutainer tubers and sit upright for 30 minutes for clot formation, followed by centrifugation and removal of 500uL aliquots of serum to 1.8mL freezer tubes and stores in a -70C freezer. The samples were shipped on dry ice from the clinical centers to CHEAR URR at Emory University.",Blood (serum),,AN002388,NEGATIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM_QEHF-MS_092017_v1.pdf,Reversed phase,Dionex UltiMate 3000,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=20200407_negC18120kres5min_ESI_HILICposwash.meth,5 min,
ST001430,Metabolic dynamics and prediction og gestational ange and time to delivery in pregant women,Stanford University,LC-MS  #,7/24/20 0:00,781,plasma,highly dynamic pregnancy process,,Uploaded data (41.7G)  *  (Data format:mzXML),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001430,"To capture the highly dynamic pregnancy process, we established a multi-year single-center Danish normal pregnancy cohort with a unique design of high-density blood sampling. Consented female participants submitted weekly blood draws beginning in week 5 of pregnancy until the postpartum period. A total of 30 women with weekly blood samples were assigned to a discovery (N=21) and a validation (Validation-1, N=9) cohort , whose samples were analyzed in two separated years.",Blood (plasma),,AN002391,POSITIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,Reversed phase,Thermo Dionex Ultimate 3000,,,,
ST001430,Metabolic dynamics and prediction og gestational ange and time to delivery in pregant women,Stanford University,LC-MS  #,7/24/20 0:00,781,plasma,highly dynamic pregnancy process,,Uploaded data (41.7G)  *  (Data format:mzXML),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001430,"To capture the highly dynamic pregnancy process, we established a multi-year single-center Danish normal pregnancy cohort with a unique design of high-density blood sampling. Consented female participants submitted weekly blood draws beginning in week 5 of pregnancy until the postpartum period. A total of 30 women with weekly blood samples were assigned to a discovery (N=21) and a validation (Validation-1, N=9) cohort , whose samples were analyzed in two separated years.",Blood (plasma),,AN002392,NEGATIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,Reversed phase,Thermo Dionex Ultimate 3000,,,,
ST001681,"Integrated trajectories of the maternal metabolome, proteome, and immunome predict labor onset",Stanford University,LC-MS  #,7/22/21 0:00,150,plasma, last 100 days of pregnancy,,Uploaded data (112.5G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001681,"Healthy pregnant women receiving routine antepartum care were eligible for the study if they were within 18 to 50 years of age, body mass index (BMI) < 40 in their 2nd or 3rd trimester of pregnancy as determined by their clinician using LMP and ultrasound estimates of GA, and had no immune-modifying co-morbidities or medication usage. Participants were followed longitudinally until parturition, collecting 1-3 blood samples throughout the third trimester (n = 53 participants). Blood was collected into EDTA tubes, kept on ice, and centrifuged (1500 x g, 20 min) at 4°C within 60 min. Separated plasma was stored at –80°C until further processing.",Blood (plasma),,AN002742,POSITIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,,HILIC,Thermo Vanquish,,,,
ST001681,"Integrated trajectories of the maternal metabolome, proteome, and immunome predict labor onset",Stanford University,LC-MS  #,7/22/21 0:00,150,plasma, last 100 days of pregnancy,,Uploaded data (112.5G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001681,"Healthy pregnant women receiving routine antepartum care were eligible for the study if they were within 18 to 50 years of age, body mass index (BMI) < 40 in their 2nd or 3rd trimester of pregnancy as determined by their clinician using LMP and ultrasound estimates of GA, and had no immune-modifying co-morbidities or medication usage. Participants were followed longitudinally until parturition, collecting 1-3 blood samples throughout the third trimester (n = 53 participants). Blood was collected into EDTA tubes, kept on ice, and centrifuged (1500 x g, 20 min) at 4°C within 60 min. Separated plasma was stored at –80°C until further processing.",Blood (plasma),,AN002743,NEGATIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,,HILIC,Thermo Vanquish,,,,
ST001681,"Integrated trajectories of the maternal metabolome, proteome, and immunome predict labor onset",Stanford University,LC-MS  #,7/22/21 0:00,150,plasma, last 100 days of pregnancy,,Uploaded data (112.5G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001681,"Healthy pregnant women receiving routine antepartum care were eligible for the study if they were within 18 to 50 years of age, body mass index (BMI) < 40 in their 2nd or 3rd trimester of pregnancy as determined by their clinician using LMP and ultrasound estimates of GA, and had no immune-modifying co-morbidities or medication usage. Participants were followed longitudinally until parturition, collecting 1-3 blood samples throughout the third trimester (n = 53 participants). Blood was collected into EDTA tubes, kept on ice, and centrifuged (1500 x g, 20 min) at 4°C within 60 min. Separated plasma was stored at –80°C until further processing.",Blood (plasma),,AN002744,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Dionex Ultimate 3000 RS,,,,
ST001681,"Integrated trajectories of the maternal metabolome, proteome, and immunome predict labor onset",Stanford University,LC-MS  #,7/22/21 0:00,150,plasma, last 100 days of pregnancy,,Uploaded data (112.5G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001681,"Healthy pregnant women receiving routine antepartum care were eligible for the study if they were within 18 to 50 years of age, body mass index (BMI) < 40 in their 2nd or 3rd trimester of pregnancy as determined by their clinician using LMP and ultrasound estimates of GA, and had no immune-modifying co-morbidities or medication usage. Participants were followed longitudinally until parturition, collecting 1-3 blood samples throughout the third trimester (n = 53 participants). Blood was collected into EDTA tubes, kept on ice, and centrifuged (1500 x g, 20 min) at 4°C within 60 min. Separated plasma was stored at –80°C until further processing.",Blood (plasma),,AN002745,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Dionex Ultimate 3000 RS,,,,
ST001736,The COVIDome Explorer Researcher Portal (blood plasma),University of Colorado Anschutz Medical Campus,LC-MS,4/9/21 0:00,102,plasma ,covid or not,,Uploaded data (8.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001736,"Study design, participant recruitment, and clinical data capture. Research participants were recruited and consented for participation in the COVID Biobank of the University of Colorado Anschutz Medical Campus [Colorado Multiple Institutional Review Board (COMIRB) Protocol # 20-0685]. Data was generated from deidentified biospecimens and linked to demographics and clinical metadata procured through the Health Data Compass of the University of Colorado under COMIRB Protocol # 20-1700. Participants were hospitalized either at Children’s Hospital Colorado or the University of Colorado Hospital. COVID-19 status was defined by a positive PCR reaction and/or antibody test. Cohort characteristics can be found in Supp. File 1. METHOD DETAILS. Blood processing. Blood samples were collected into EDTA tubes, PAXgene RNA, and sodium heparin tubes. After centrifugation, EDTA plasma was used for MS proteomics, SOMAscan® proteomics, as well as multiplex immunoassays using MSD technology for both cytokine profiles and seroconversion assays. From sodium heparin tubes, PBMCs were obtained by the Ficoll gradient method before cryopreservation and assembly of batches for MC analysis.",Blood (plasma),,AN002826,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST001736,The COVIDome Explorer Researcher Portal (blood plasma),University of Colorado Anschutz Medical Campus,LC-MS,4/9/21 0:00,102,plasma ,covid or not,,Uploaded data (8.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001736,"Study design, participant recruitment, and clinical data capture. Research participants were recruited and consented for participation in the COVID Biobank of the University of Colorado Anschutz Medical Campus [Colorado Multiple Institutional Review Board (COMIRB) Protocol # 20-0685]. Data was generated from deidentified biospecimens and linked to demographics and clinical metadata procured through the Health Data Compass of the University of Colorado under COMIRB Protocol # 20-1700. Participants were hospitalized either at Children’s Hospital Colorado or the University of Colorado Hospital. COVID-19 status was defined by a positive PCR reaction and/or antibody test. Cohort characteristics can be found in Supp. File 1. METHOD DETAILS. Blood processing. Blood samples were collected into EDTA tubes, PAXgene RNA, and sodium heparin tubes. After centrifugation, EDTA plasma was used for MS proteomics, SOMAscan® proteomics, as well as multiplex immunoassays using MSD technology for both cytokine profiles and seroconversion assays. From sodium heparin tubes, PBMCs were obtained by the Ficoll gradient method before cryopreservation and assembly of batches for MC analysis.",Blood (plasma),,AN002826,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST001736,The COVIDome Explorer Researcher Portal (blood plasma),University of Colorado Anschutz Medical Campus,LC-MS,4/9/21 0:00,102,plasma ,covid or not,,Uploaded data (8.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001736,"Study design, participant recruitment, and clinical data capture. Research participants were recruited and consented for participation in the COVID Biobank of the University of Colorado Anschutz Medical Campus [Colorado Multiple Institutional Review Board (COMIRB) Protocol # 20-0685]. Data was generated from deidentified biospecimens and linked to demographics and clinical metadata procured through the Health Data Compass of the University of Colorado under COMIRB Protocol # 20-1700. Participants were hospitalized either at Children’s Hospital Colorado or the University of Colorado Hospital. COVID-19 status was defined by a positive PCR reaction and/or antibody test. Cohort characteristics can be found in Supp. File 1. METHOD DETAILS. Blood processing. Blood samples were collected into EDTA tubes, PAXgene RNA, and sodium heparin tubes. After centrifugation, EDTA plasma was used for MS proteomics, SOMAscan® proteomics, as well as multiplex immunoassays using MSD technology for both cytokine profiles and seroconversion assays. From sodium heparin tubes, PBMCs were obtained by the Ficoll gradient method before cryopreservation and assembly of batches for MC analysis.",Blood (plasma),,AN002827,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST001736,The COVIDome Explorer Researcher Portal (blood plasma),University of Colorado Anschutz Medical Campus,LC-MS,4/9/21 0:00,102,plasma ,covid or not,,Uploaded data (8.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001736,"Study design, participant recruitment, and clinical data capture. Research participants were recruited and consented for participation in the COVID Biobank of the University of Colorado Anschutz Medical Campus [Colorado Multiple Institutional Review Board (COMIRB) Protocol # 20-0685]. Data was generated from deidentified biospecimens and linked to demographics and clinical metadata procured through the Health Data Compass of the University of Colorado under COMIRB Protocol # 20-1700. Participants were hospitalized either at Children’s Hospital Colorado or the University of Colorado Hospital. COVID-19 status was defined by a positive PCR reaction and/or antibody test. Cohort characteristics can be found in Supp. File 1. METHOD DETAILS. Blood processing. Blood samples were collected into EDTA tubes, PAXgene RNA, and sodium heparin tubes. After centrifugation, EDTA plasma was used for MS proteomics, SOMAscan® proteomics, as well as multiplex immunoassays using MSD technology for both cytokine profiles and seroconversion assays. From sodium heparin tubes, PBMCs were obtained by the Ficoll gradient method before cryopreservation and assembly of batches for MC analysis.",Blood (plasma),,AN002827,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST001889,Multiomics Longitudinal Modeling of Preeclamptic Pregnancies (part I),Stanford University,LC-MS  #,7/26/22 0:00,159,plasma,Preeclampsia,,Uploaded data (113.9G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001889,Intravenous blood was collected from pregnant women,Blood (plasma),,AN003062,POSITIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,,HILIC,Thermo Dionex Ultimate 3000 RS,,,,
ST001889,Multiomics Longitudinal Modeling of Preeclamptic Pregnancies (part I),Stanford University,LC-MS  #,7/26/22 0:00,159,plasma,Preeclampsia,,Uploaded data (113.9G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001889,Intravenous blood was collected from pregnant women,Blood (plasma),,AN003062,POSITIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,,HILIC,Thermo Dionex Ultimate 3000 RS,,,,
ST001889,Multiomics Longitudinal Modeling of Preeclamptic Pregnancies (part I),Stanford University,LC-MS  #,7/26/22 0:00,159,plasma,Preeclampsia,,Uploaded data (113.9G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001889,Intravenous blood was collected from pregnant women,Blood (plasma),,AN003063,NEGATIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,,HILIC,Thermo Dionex Ultimate 3000 RS,,,,
ST001889,Multiomics Longitudinal Modeling of Preeclamptic Pregnancies (part I),Stanford University,LC-MS  #,7/26/22 0:00,159,plasma,Preeclampsia,,Uploaded data (113.9G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001889,Intravenous blood was collected from pregnant women,Blood (plasma),,AN003063,NEGATIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,,HILIC,Thermo Dionex Ultimate 3000 RS,,,,
ST001889,Multiomics Longitudinal Modeling of Preeclamptic Pregnancies (part I),Stanford University,LC-MS  #,7/26/22 0:00,159,plasma,Preeclampsia,,Uploaded data (113.9G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001889,Intravenous blood was collected from pregnant women,Blood (plasma),,AN003064,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Dionex Ultimate 3000 RS,,,,
ST001889,Multiomics Longitudinal Modeling of Preeclamptic Pregnancies (part I),Stanford University,LC-MS  #,7/26/22 0:00,159,plasma,Preeclampsia,,Uploaded data (113.9G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001889,Intravenous blood was collected from pregnant women,Blood (plasma),,AN003064,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Dionex Ultimate 3000 RS,,,,
ST001889,Multiomics Longitudinal Modeling of Preeclamptic Pregnancies (part I),Stanford University,LC-MS  #,7/26/22 0:00,159,plasma,Preeclampsia,,Uploaded data (113.9G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001889,Intravenous blood was collected from pregnant women,Blood (plasma),,AN003065,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Dionex Ultimate 3000 RS,,,,
ST001889,Multiomics Longitudinal Modeling of Preeclamptic Pregnancies (part I),Stanford University,LC-MS  #,7/26/22 0:00,159,plasma,Preeclampsia,,Uploaded data (113.9G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001889,Intravenous blood was collected from pregnant women,Blood (plasma),,AN003065,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Dionex Ultimate 3000 RS,,,,
ST001918,Metabolome-wide association study of occupational exposure to benzene,Icahn School of Medicine at Mount Sinai,LC-MS  #,10/2/21 0:00,91,plasma,occupational exposure to benzene,,"Uploaded data (105.9G)  *  (Data format:mzXML, raw(Thermo))",https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001918,"Identification of factories and worker enrollment are described in detail elsewhere. [14] Study subjects were enrolled in the Fall of 1992 in Shanghai, China and evaluated at the Shanghai Hygiene and Anti-Epidemic Institute. The study protocol was explained to all potential participants, and informed consent was obtained using Institutional Review Board-approved procedures. Data collected included age, gender, tobacco use, alcohol consumption, medical history, and an occupational work history. Prior to the clinical visit, study subjects were asked to refrain from eating solid foods after dinner the night before and the morning of the clinical phase of the study. The following morning, a 27 mL sample of blood was obtained by venous phlebotomy. Plasma samples were then frozen at -80°C, shipped to the NCI on dry ice, and stored continuously at -80°C until analysis.",Blood (plasma),,AN003116,POSITIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM_QEHF-MS_092017_v1.pdf,HILIC,Thermo Dionex Ultimate 3000,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM-QEHF_DC5min_092017_v1.pdf,,
ST001918,Metabolome-wide association study of occupational exposure to benzene,Icahn School of Medicine at Mount Sinai,LC-MS  #,10/2/21 0:00,91,plasma,occupational exposure to benzene,,"Uploaded data (105.9G)  *  (Data format:mzXML, raw(Thermo))",https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001918,"Identification of factories and worker enrollment are described in detail elsewhere. [14] Study subjects were enrolled in the Fall of 1992 in Shanghai, China and evaluated at the Shanghai Hygiene and Anti-Epidemic Institute. The study protocol was explained to all potential participants, and informed consent was obtained using Institutional Review Board-approved procedures. Data collected included age, gender, tobacco use, alcohol consumption, medical history, and an occupational work history. Prior to the clinical visit, study subjects were asked to refrain from eating solid foods after dinner the night before and the morning of the clinical phase of the study. The following morning, a 27 mL sample of blood was obtained by venous phlebotomy. Plasma samples were then frozen at -80°C, shipped to the NCI on dry ice, and stored continuously at -80°C until analysis.",Blood (plasma),,AN003116,POSITIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM_QEHF-MS_092017_v1.pdf,HILIC,Thermo Dionex Ultimate 3000,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM-QEHF_DC5min_092017_v1.pdf,,
ST001918,Metabolome-wide association study of occupational exposure to benzene,Icahn School of Medicine at Mount Sinai,LC-MS  #,10/2/21 0:00,91,plasma,occupational exposure to benzene,,"Uploaded data (105.9G)  *  (Data format:mzXML, raw(Thermo))",https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001918,"Identification of factories and worker enrollment are described in detail elsewhere. [14] Study subjects were enrolled in the Fall of 1992 in Shanghai, China and evaluated at the Shanghai Hygiene and Anti-Epidemic Institute. The study protocol was explained to all potential participants, and informed consent was obtained using Institutional Review Board-approved procedures. Data collected included age, gender, tobacco use, alcohol consumption, medical history, and an occupational work history. Prior to the clinical visit, study subjects were asked to refrain from eating solid foods after dinner the night before and the morning of the clinical phase of the study. The following morning, a 27 mL sample of blood was obtained by venous phlebotomy. Plasma samples were then frozen at -80°C, shipped to the NCI on dry ice, and stored continuously at -80°C until analysis.",Blood (plasma),,AN003117,NEGATIVE,Orbitrap,Thermo Q Exactive HF hybrid Orbitrap,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM_QEHF-MS_092017_v1.pdf,Reversed phase,Thermo Dionex Ultimate 3000,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=EmoryUniversity_HRM-QEHF_DC5min_092017_v1.pdf,,
