id,title,size,affliations,organism_part,[Instrument],factors,keywords,public_released_date,description,organism,url,[Mass analyzer],[Scan m/z range],[Scan polarity],[CE Instrument],[Column type],[Column model],[Ion source],[Autosampler model],[Guard column],[Chromatography Instrument]
MTBLS1465,Assessment of human plasma and urine sample preparation for re-producible and high-throughput UHPLC-MS clinical metabolic phenotyping,248.02GB,['University of Birmingham'],"['blank', 'urine', 'blood plasma']",['Thermo Scientific Q Exactive Focus'],"['collection time point', 'surgery type']","['Metabolic phenotyping ', 'ultra-performance liquid chromatography-mass spectrometry', 'Sample Preparation', 'Lipidomics', 'untargeted metabolites']",8/6/20 0:00,"<p>Clinical metabolic phenotyping employs metabolomics and lipidomics to detect and measure thousands of metabolites and lipids within human samples. This approach aims to identify metabolite and lipid changes between phenotypes (e.g. disease status) that aid understanding of biochemical mechanisms driving the phenotype. Sample preparation is a critical step in clinical metabolic phenotyping: it must be reproducible and give a high extraction yield of metabolites and lipids. Here, we assessed the extraction of polar metabolites from human urine and polar metabolites and lipids from human plasma for analysis by ultra-high-performance liquid chromatography-mass spectrometry (UHPLC-MS) metabolomics and lipidomics. We evaluated several monophasic (urine and plasma) and biphasic (plasma) extractions, and we also tested alterations to (a) solvent-biofluid incubation time and temperature during monophasic extraction, and (b) phase partitioning time during biphasic extraction. Extracts were analysed by three UHPLC-MS assays: (i) HILIC for urine and plasma, (ii) C18 aqueous reversed phase for urine, and (iii) C18 reversed phase for plasma lipids, and the yield and reproducibility of each method was assessed. For HILIC UHPLC-MS plasma and urine analysis, monophasic 50:50 methanol:acetonitrile had the most detected putatively-identified polar metabolites. If lipid removal from the plasma polar HILIC extract is required, then the biphasic methanol/chloroform/water method is recommended. For C18 (aqueous) UHPLC-MS urine analysis, 50:50 methanol:water had high reproducibility and yield. For C18 UHPLC-MS plasma lipidomics, monophasic 100% isopropanol had the highest detection response of all annotated lipid classes. Increasing monophasic incubation time and temperature had little benefit on metabolite and lipid yield and reproducibility.</p>","['Homo sapiens', 'blank']",https://www.ebi.ac.uk/metabolights/editor/MTBLS1465,['orbitrap'],"['100-1500', '150-2000', '70-1050']","['negative', 'positive']",,"['HILIC', 'reverse phase']","['Accucore 150 Amide HILIC (2.6 µm, 2.1 mm x 100 mm; Thermo Scientific)', 'Hypersil GOLD aQ (1.9 µm, 2.1 mm x 100 mm; Thermo Scientific)', 'Hypersil GOLD C18 (1.9 µm, 2.1 mm x 100 mm; Thermo Scientific)']",['electrospray ionization'],,,['Thermo Scientific Dionex Ultimate 3000 UHPLC system']
MTBLS469,"Two apples a day modulate human:microbiome co-metabolic processing of polyphenols, tyrosine and tryptophan.",3.91GB,"['Hugh Sinclair Unit of Human Nutrition and the Institute for Cardiovascular and Metabolic Research (ICMR), Department of Food and Nutritional Sciences, University of Reading', ""Department of Food Quality and Nutrition, Research and Innovation Centre, Fondazione Edmund Mach, Via E. Mach 1, San Michele all'Adige, Trentino, Italy. maria.ulaszewska@gmail.com."", ""Department of Food Quality and Nutrition, Research and Innovation Centre, Fondazione Edmund Mach, Via E. Mach 1, San Michele all'Adige, Trentino, Italy."", ""Consiglio per la Ricerca in Agricoltura e l'Analisi dell'Economia Agraria (CREA), Food and Nutrition Research Centre, Via Ardeatina 546, 00178, Rome, Italy."", 'Fondazione Edmund Mach, Research and Innovation Centre Food Quality and Nutrition Department', 'Department of Food and Nutritional Sciences, Hugh Sinclair Unit of Human Nutrition and Institute for Cardiovascular and Metabolic Research (ICMR), University of Reading, Reading, RG6 6AP, UK.']","['urine', 'blood plasma']",['Thermo Scientific LTQ Orbitrap'],"['collection time point', 'surgery type']","['untargeted metabolites', 'Malus x domestica', 'Cardiovascular Disorder', 'high-performance liquid chromatography-mass spectrometry', 'Biomarker', 'Polyphenol']",4/28/20 0:00,"<p><strong>PURPOSE:</strong> Validated biomarkers of food intake (BFIs) have recently been suggested as a useful tool to assess adherence to dietary guidelines or compliance in human dietary interventions. Although many new candidate biomarkers have emerged in the last decades for different foods from metabolic profiling studies, the number of comprehensively validated biomarkers of food intake is limited. Apples are among the most frequently consumed fruits and a rich source of polyphenols and fibers, an important mediator for their health-protective properties.</p><p><strong><span class='ql-cursor'>﻿</span>METHODS:</strong> Using an untargeted metabolomics approach, we aimed to identify biomarkers of long-term apple intake and explore how apples impact on the human plasma and urine metabolite profiles. Forty mildly hypercholesterolemic volunteers consumed two whole apples or a sugar and energy-matched control beverage, daily for 8&nbsp;weeks in a randomized, controlled, crossover intervention study. The metabolome in plasma and urine samples was analyzed via untargeted metabolomics.</p><p><strong>RESULTS:</strong> We found 61 urine and 9 plasma metabolites being statistically significant after the whole apple intake compared to the control beverage, including several polyphenol metabolites that could be used as BFIs. Furthermore, we identified several endogenous indole and phenylacetyl-glutamine microbial metabolites significantly increasing in urine after apple consumption. The multiomic dataset allowed exploration of the correlations between metabolites modulated significantly by the dietary intervention and fecal microbiota species at genus level, showing interesting interactions between Granulicatella genus and phenyl-acetic acid metabolites. Phloretin glucuronide and phloretin glucuronide sulfate appeared promising biomarkers of apple intake; however, robustness, reliability and stability data are needed for full BFI validation.</p><p><strong>CONCLUSION:</strong> The identified apple BFIs can be used in future studies to assess compliance and to explore their health effects after apple intake. Moreover, the identification of polyphenol microbial metabolites suggests that apple consumption mediates significant gut microbial metabolic activity which should be further explored.</p>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS469,['orbitrap'],['100-1000'],"['negative', 'positive']",,['reverse phase'],"['Kinetex C18 100 Å (3.5 µm, 2.1 mm x 150 mm; Phenomenex)']",['electrospray ionization'],,['SecurityGuard C18 (2 mm x 4 mm; Phenomenex)'],['Thermo Scientific Dionex UltiMate HPLC system']
MTBLS204,Metabolomics analysis of human acute graft-versus-host disease reveals changes in host and microbiota-derived metabolites,8.74GB,['Hematology and transplantation unit'],['Plasma'],['Q Exactive'],"['collection time point', 'surgery type']","['high-performance liquid chromatography', 'targeted metabolomics', 'Allogeneic hematopoietic stem cell transplantation']",1/1/20 0:00,"<p>Despite improvement in clinical management, allogeneic hematopoietic stem cell transplantation (HSCT) is still hampered by high morbidity and mortality rates, mainly due to Graft versus host disease (GvHD). Recently, it has been demonstrated that the allogeneic immune response might be influenced by external factors such as tissues microenvironment or host microbiota.</p><p>Here we used high throughput metabolomics (UPLC-MS/MS) in two cohorts of genotypically HLA-identical related recipient and donor pairs. A first monocentric cohort from Saint Louis hospital (Paris, France) was used as an exploratory cohort (n=43) and a second multicentric national cohort from Cryostem biobank was used as a confimatory cohort (n=56).</p><p>Metabolomic profile markedly differed between recipients and donors. At the onset of acute GvHD, in addition to host-derived metabolites, we identified significant variation in microbiota-derived metabolites, especially in Aryl hydrocarbon Receptor (AhR) ligands, bile acids and plasmalogens. Altogether, our findings support that the allogeneic immune response during acute GvHD might be influenced by bile acids and by the decreased production of AhR ligands by microbiota that could limit indoleamine 2,3-dioxygenase (IDO) induction and influence allogeneic T-cell reactivity.</p><p><br></p><p><a href='https://www.ebi.ac.uk/metabolights/editor/study/MTBLS204/descriptors' rel='noopener noreferrer' target='_blank'>MTBLS204</a> contains study information relating to cohort 1.</p><p><a href='https://www.ebi.ac.uk/metabolights/editor/study/MTBLS205/descriptors' rel='noopener noreferrer' target='_blank'>MTBLS205</a> contains study information relating to cohort 2.</p>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS204,['orbitrap'],"['110-1000', '70-1000', '80-1000']","['negative scan', 'positive scan']",,"['HILIC', 'reverse phase']","['ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)', 'ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)']",['electrospray ionization'],,,['Waters ACQUITY UPLC system']
MTBLS205,Metabolomics analysis of human acute graft-versus-host disease reveals changes in host and microbiota-derived metabolites,11.77GB,['Hematology and transplantation unit'],['Plasma'],['Q Exactive'],"['collection time point', 'surgery type']","['high-performance liquid chromatography', 'targeted metabolomics', 'Allogeneic hematopoietic stem cell transplantation']",1/1/20 0:00,"<p>Despite improvement in clinical management, allogeneic hematopoietic stem cell transplantation (HSCT) is still hampered by high morbidity and mortality rates, mainly due to Graft versus host disease (GvHD). Recently, it has been demonstrated that the allogeneic immune response might be influenced by external factors such as tissues microenvironment or host microbiota.</p><p>Here we used high throughput metabolomics (UPLC-MS/MS) in two cohorts of genotypically HLA-identical related recipient and donor pairs. A first monocentric cohort from Saint Louis hospital (Paris, France) was used as an exploratory cohort (n=43) and a second multicentric national cohort from Cryostem biobank was used as a confimatory cohort (n=56).</p><p>Metabolomic profile markedly differed between recipients and donors. At the onset of acute GvHD, in addition to host-derived metabolites, we identified significant variation in microbiota-derived metabolites, especially in Aryl hydrocarbon Receptor (AhR) ligands, bile acids and plasmalogens. Altogether, our findings support that the allogeneic immune response during acute GvHD might be influenced by bile acids and by the decreased production of AhR ligands by microbiota that could limit indoleamine 2,3-dioxygenase (IDO) induction and influence allogeneic T-cell reactivity.</p><p><br></p><p><a href='https://www.ebi.ac.uk/metabolights/editor/study/MTBLS204/descriptors' rel='noopener noreferrer' target='_blank'>MTBLS204</a> contains study information relating to cohort 1.</p><p><a href='https://www.ebi.ac.uk/metabolights/editor/study/MTBLS205/descriptors' rel='noopener noreferrer' target='_blank'>MTBLS205</a> contains study information relating to cohort 2.</p>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS205,['orbitrap'],"['110-1000', '70-1000', '80-1000']","['negative scan', 'positive scan']",,"['HILIC', 'reverse phase']","['ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)', 'ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)']",['electrospray ionization'],,,['Waters ACQUITY UPLC system']
MTBLS136,Serum metabolomic profiles associated with postmenopausal hormone use,94.19GB,['American Cancer Society'],['blood serum'],['Q Exactive'],"['collection time point', 'surgery type']","['Menopause', 'Hormone', 'Estrogen', 'Progestin', 'high-performance liquid chromatography', 'targeted metabolites', 'untargeted metabolites', 'metabolon']",6/2/19 0:00,"<p><strong>INTRODUCTION:</strong> Postmenopausal hormone use is linked to several health outcomes and the risk associated with some may differ depending on whether estrogen is used alone or in combination with progestin.</p><p><strong>OBJECTIVE:</strong> Metabolomic analyses of postmenopausal hormone use and differences between hormone regimes was carried out to identify metabolites associated with each type of hormone treatment.</p><p><strong>METHODS:</strong> Untargeted metabolomics analysis was carried out on serum from 1,336 women enrolled in the Cancer Prevention II Nutrition Cohort. Levels of 781 named metabolites were compared between 667 nonusers with 332 estrogen-only and with 337 estrogen plus progestin users using linear regression. Metabolite levels were also compared between estrogen-only and estrogen plus progestin users.</p><p><strong>RESULTS:</strong> Compared to nonusers, 276 metabolites were statistically significantly (P&lt;6.40 x 10-5) associated with estrogen-only use and 222 were associated with estrogen plus progestin use. The metabolites associated with both types of hormones included numerous lipids, acyl carnitines, and amino acids as well as the thyroid hormone thyroxine and the oncometabolite fumarate. The 65 metabolites that differed significantly between estrogen-only and estrogen plus progestin users included 19 steroids and 12 lipids that contained the bioactive fatty acid arachidonic acid.</p><p><strong>CONCLUSIONS:</strong> These findings suggest that postmenopausal hormone use influences metabolic pathways linked to a variety of cellular processes, including the regulation of metabolism and stress responses, energy production, and inflammation. The differential association of numerous lipids that could influence cellular signaling suggests that differences in signal transduction may contribute to the disparate risks for some diseases between estrogen-only and estrogen plus progestin users.</p>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS136,['orbitrap'],"['110-1000', '70-1000', '80-1000']","['negative scan', 'positive scan']",,"['HILIC', 'reverse phase']","['ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)', 'ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)']",['electrospray ionization'],,,['Waters ACQUITY UPLC system']
MTBLS473,"Host: Microbiome co-metabolic processing of dietary polyphenols â An acute, single blinded, cross-over study with different doses of apple polyphenols in healthy subjects",50.78GB,"['Fondazione Edmund Mach, Research and Innovation Centre Food Quality and Nutrition Department']","['urine', 'blood plasma']",['Thermo Scientific LTQ Orbitrap'],"['collection time point', 'surgery type']","['Malus x domestica', 'untargeted metabolites', 'Pharmacokinetics Pharmacodynamics', 'Nutrition', 'high-performance liquid chromatography-mass spectrometry']",6/8/18 0:00,"Apples are one of the most commonly consumed fruits and their high polyphenol content is considered one of the most important determinants of their health-promoting activities. Here we studied the nutrikinetics of apple polyphenols by UHPLC-HRMS metabolite fingerprinting, comparing the bioavailability when assumed in a natural or a polyphenol-enriched cloudy apple juice. Twelve men and women participated in an acute single blind controlled crossover study in which they consumed 250 mL of cloudy apple juice (CAJ), Crispy Pink apple variety, or 250 mL of the same juice enriched with 750 mg of an apple polyphenol extract (PAJ). Plasma and whole blood were collected at time 0, 1, 2, 3 and 5 h. Urine was collected at time 0 and 0-2, 2-5, 5-8, and 8-24 h after juice consumption. Faecal samples were collected from each individual during the study for 16S rRNA gene profiling. As many as 110 metabolites were significantly elevated following intake of polyphenol enriched cloudy apple juice, with large inter-individual variations. The comparison of the average area under the curve of circulating metabolites in plasma and in urine of volunteers consuming either the CAJ or the PAJ demonstrated a stable metabotype, suggesting that an increase in the concentration of polyphenols in the fruit do not limit their bioavailability. Faecal bacteria were correlated with specific microbial catabolites derived from apple polyphenols. Human metabolism of apple polyphenols is a co-metabolic process between human encoded activities and those of our resident microbiota. Here we have identified specific blood and urine metabolic biomarkers of apple polyphenol intake and identified putative associations with specific genera of gut bacteria, associations which now need confirmation in specifically designed mechanistic studies.",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS473,['orbitrap'],"['70-1000', '70-700']","['negative', 'positive']",,['reverse phase'],"['Kinetex C18 100 Å (3.5 µm, 2.1 mm x 150 mm; Phenomenex)']",['electrospray ionization'],,['SecurityGuard C18 (2 mm x 4 mm; Phenomenex)'],['Thermo Scientific Dionex UltiMate HPLC system']
MTBLS549,Diverse metabolic reactions activated during 58-hr fasting are revealed by non-targeted metabolomic analysis of human blood.,9.44GB,[],"['erythrocyte', 'blood', 'blood plasma']",['Thermo Scientific LTQ Orbitrap'],"['collection time point', 'surgery type']","['fasting', 'untargeted metabolites', 'human blood', 'high-performance liquid chromatography-mass spectrometry', 'tandem mass spectrometry']",12/22/17 0:00,"During human fasting, metabolic markers, including butyrates, carnitines, and branched-chain amino acids, are upregulated for energy substitution through gluconeogenesis and use of stored lipids. We performed non-targeted, accurate semiquantitative metabolomic analysis of human whole blood, plasma, and red blood cells during 34-58 hr fasting of four volunteers. During this period, 44 of ~130 metabolites increased 1.5~60-fold. Consistently fourteen were previously reported. However, we identified another 30 elevated metabolites, implicating hitherto unrecognized metabolic mechanisms induced by fasting. Metabolites in pentose phosphate pathway are abundant, probably due to demand for antioxidants, NADPH, gluconeogenesis and anabolic metabolism. Global increases of TCA cycle-related compounds reflect enhanced mitochondrial activity in tissues during fasting. Enhanced purine/pyrimidine metabolites support RNA/protein synthesis and transcriptional reprogramming, which is promoted also by some fasting-related metabolites, possibly via epigenetic modulations. Thus diverse, pronounced metabolite increases result from greatly activated catabolism and anabolism stimulated by fasting. Anti-oxidation may be a principal response to fasting.",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS549,['orbitrap'],['100-1000'],"['negative', 'positive']",,['HILIC'],"['ZIC-pHILIC (5 µm, 2.1 mm x 150 mm; Merck Sequant)']",['electrospray ionization'],,,['Michrom BioResources Paradigm MS4 HPLC system']
MTBLS476,LC-HRMS Metabolomics for Untargeted Diagnostic Screening in Clinical Laboratories: A Feasibility Study.,144.14GB,['CHUV'],['blood serum'],['Thermo Scientific Q Exactive Focus'],"['collection time point', 'surgery type']","['untargeted metabolites', 'medical screening', 'Diagnostic Procedure', 'Toxicology', 'ultra high performance liquid chromatography']",6/30/17 0:00,"Today's high-resolution mass spectrometers (HRMS) allow bioanalysts to perform untargeted/global determinations that can reveal unexpected compounds or concentrations in a patient&rsquo;s sample. This could be performed for preliminary diagnosis attempts when usual diagnostic processes and targeted determinations fail. We have evaluated an untargeted diagnostic screening (UDS) procedure. UDS is a metabolome analysis that compares one sample (e.g., a patient) with control samples (a healthy population). Using liquid chromatography (LC)-HRMS full-scan analysis of human serum extracts and unsupervised data treatment, we have compared individual samples that were spiked with one xenobiotic or a higher level of one endogenous compound with control samples. After the use of different filters that drastically reduced the number of metabolites detected, the spiked compound was eventually revealed in each test sample and ranked. The proposed UDS procedure appears feasible and reliable to reveal unexpected xenobiotics (toxicology) or higher concentrations of endogenous metabolites. HRMS-based untargeted approaches could be useful as preliminary diagnostic screening when canonical processes do not reveal disease etiology nor establish a clear diagnosis and could reduce misdiagnosis. On the other hand, the risk of overdiagnosis of this approach should be reduced with mandatory biomedical interpretation of the patient&rsquo;s UDS results and with confirmatory targeted and quantitative determinations.",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS476,['orbitrap'],['60-900'],"['negative', 'positive']",,['reverse phase'],"['ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 30 mm; Waters)']",['electrospray ionization'],['CTC Analytics HTC PAL Autosampler'],"['ACQUITY UPLC BEH C18 VanGuard Pre-column (1.7 µm, 2.1 mm x 10 mm; Waters)']",['Flux Rheos Allegro UHPLC pump']
MTBLS413,Metabolomics identifies multiple candidate biomarkers to diagnose and stage human African trypanosomiasis,21.60GB,['University of Glasgow'],"['pure substance', 'solvent', 'cerebrospinal fluid', 'blood plasma']","['Thermo Scientific Q Exactive', 'QExactive (Thermo Scientific)']","['collection time point', 'surgery type']","['human african trypanosomiasis', 'Trypanosoma brucei', 'liquid chromatography-mass spectrometry', 'infectious disease biomarker', 'untargeted metabolites', 'Glasgow Polyomics']",12/1/16 0:00,"Treatment for human African trypanosomiasis is dependent on the species of trypanosome causing the disease and the stage of the disease (stage 1 defined by parasites being present in blood and lymphatics whilst for stage 2, parasites are found beyond the blood-brain barrier in the cerebrospinal fluid (CSF)). Currently, staging relies upon detecting the very low number of parasites or elevated white blood cell numbers in CSF. Improved staging is desirable, as is the elimination of the need for lumbar puncture. Here we use metabolomics to probe samples of CSF, plasma and urine from 40 Angolan patients infected with Trypanosoma brucei gambiense, at different disease stages. Urine samples provided no robust markers indicative of infection or stage of infection due to inherent variability in urine concentrations. Biomarkers in CSF were able to distinguish patients at stage 1 or advanced stage 2 with absolute specificity. Eleven metabolites clearly distinguished the stage in most patients and two of these (neopterin and 5-hydroxytryptophan) showed 100% specificity and sensitivity between our stage 1 and advanced stage 2 samples. Neopterin is an inflammatory biomarker previously shown in CSF of stage 2 but not stage 1 patients. 5-hydroxytryptophan is an important metabolite in the serotonin synthetic pathway, the key pathway in determining somnolence, thus offering a possible link to the eponymous symptoms of “sleeping sickness”. Plasma also yielded several biomarkers clearly indicative of the presence (87% sensitivity and 95% specificity) and stage of disease (92% sensitivity and 81% specificity). A logistic regression model including these metabolites showed clear separation of patients being either at stage 1 or advanced stage 2 or indeed diseased (both stages) versus control.","['reference compound ', 'Homo sapiens', 'blank']",https://www.ebi.ac.uk/metabolights/editor/MTBLS413,['orbitrap'],['70-1050'],"['negative', 'positive']",,['HILIC'],"['ZIC-HILIC (5 µm, 4.6 mm x 150 mm; Merck Sequant)']",['electrospray ionization'],,,['Thermo Scientific Dionex UltiMate 3000 RSLC System']
MTBLS315,Towards improving point-of-care diagnosis of non-malaria febrile illness: a metabolomics approach,7.27GB,"['Telethon Kids Institute, Univeristy of Western Australia - Institute Tropical Medicine Antwerp']",['blood plasma'],"['LECO Pegasus III', 'Thermo Scientific LTQ Orbitrap', 'Agilent 6550 iFunnel Q-TOF']","['collection time point', 'surgery type']","['fever', 'sepsis', 'biomarker', 'Diagnosis', 'malaria', 'gas chromatography-mass spectrometry', 'Lipidomics', 'ultra-performance liquid chromatography-mass spectrometry', 'non-malarial febrile illness', 'untargeted metabolites']",3/17/16 0:00,"Background: Non-malaria febrile illnesses such as bacterial bloodstream infections (BSI) are a leading cause of disease and mortality in the tropics. However, there are no reliable, simple diagnostic tests for identifying BSI or other severe non-malaria febrile illnesses. We hypothesized that different infectious agents responsible for severe febrile illness would impact on the host metabololome in different ways, and investigated the potential of plasma metabolites for diagnosis of non-malaria febrile illness. </p> Methodology: We conducted a comprehensive mass-spectrometry based metabolomics analysis of the plasma of 61 children with severe febrile illness from a malaria-endemic rural African setting. Metabolite features characteristic for non-malaria febrile illness, BSI, severe anemia and poor clinical outcome were identified by receiver operating curve analysis. </p> Principal Findings: The plasma metabolome profile of malaria and non-malaria patients revealed fundamental differences in host response, including a differential activation of the hypothalamic-pituitary-adrenal axis. A simple corticosteroid signature was a good classifier of severe malaria and non-malaria febrile patients (AUC 0.82, 95% CI: 0.70-0.93). Patients with BSI were characterized by upregulated plasma bile metabolites; a signature of two bile metabolites was estimated to have a sensitivity of 98.1% (95% CI: 80.2-100) and a specificity of 82.9% (95% CI: 54.7-99.9) to detect BSI in children younger than 5 years. This BSI signature demonstrates that host metabolites can have a superior diagnostic sensitivity compared to pathogen-detecting tests to identify infections characterized by low pathogen load such as BSI. </p> Conclusions: This study demonstrates the potential use of plasma metabolites to identify causality in children with severe febrile illness in malaria-endemic settings.",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS315,"['orbitrap', 'time-of-flight', 'quadrupole time-of-flight']","['30-500', '100-1000']","['negative', 'positive']",,"['low polarity', 'reverse phase']","['VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)', 'Hypersil GOLD C18 (1.9 µm, 2.1 mm x 100 mm; Thermo Scientific)', 'Poroshell 120 EC-C8 (2.7 µm, 2.1 mm x 50 mm; Agilent Technologies)']","['electron ionization', 'electrospray ionization']",,,"['Agilent 1290 Infinity LC', 'Agilent 6890N GC', 'Thermo Scientific Accela UHPLC System']"
MTBLS264,Individual variability in human blood metabolites identifies age-related differences - constant blood metabolite levels during 24h in 4 individuals.,3.38GB,"['Graduate School of Medicine, Kyoto University', 'G0 Cell Unit, Okinawa Institute of Science and Technology Graduate University (OIST)']","['erythrocyte', 'blood', 'blood plasma']",['Thermo Scientific LTQ Orbitrap'],"['collection time point', 'surgery type']","['blood metabolome', 'tandem mass spectrometry', 'high-performance liquid chromatography-mass spectrometry', 'Variation', 'untargeted metabolites']",3/10/16 0:00,"Metabolites present in human blood document individual physiological states influenced by genetic, epigenetic, and lifestyle factors. Using high-resolution liquid chromatography-mass spectrometry (LC-MS), we performed nontargeted, quantitative metabolomics analysis in blood of 15 young (29 ± 4 y of age) and 15 elderly (81 ± 7 y of age) individuals. Coefficients of variation (CV = SD/mean) were obtained for 126 blood metabolites of all 30 donors. Fifty-five RBC-enriched metabolites, for which metabolomics studies have been scarce, are highlighted here. We found 14 blood compounds that show remarkable age-related increases or decreases; they include 1,5-anhydroglucitol, dimethyl-guanosine, acetyl-carnosine, carnosine, ophthalmic acid, UDP-acetyl-glucosamine, N-acetyl-arginine, N6-acetyl-lysine, pantothenate, citrulline, leucine, isoleucine, NAD+, and NADP+. Six of them are RBC-enriched, suggesting that RBC metabolomics is highly valuable for human aging research. Age differences are partly explained by a decrease in antioxidant production or increasing inefficiency of urea metabolism among the elderly. Pearson’s coefficients demonstrated that some age-related compounds are correlated, suggesting that aging affects them concomitantly. Although our CV values are mostly consistent with those CVs previously published, we here report previously unidentified CVs of 51 blood compounds. Compounds having moderate to high CV values (0.4–2.5) are often modified. Compounds having low CV values, such as ATP and glutathione, may be related to various diseases because their concentrations are strictly controlled, and changes in them would compromise health. Thus, human blood is a rich source of information about individual metabolic differences. </p> In human 24 hr metabolome observation (non-fasting) four volunteers were taken blood after overnight fast without breakfast at 9:00; 10:00, 13:00 and before lunch on the first day. Volunteers had lunches and dinners as usual on that day. On the second day after overnight fast the blood was sampled again at 9:00 at Kyoto university hospital laboratory. The great majority of metabolites hardly fluctuated (117 from 126 metabolites varied less than 2.5-fold on average in four volunteers). </p> Data from three injections of the same sample and three samples prepared from the same donated blood are available under accession number MTBLS263. Whole blood metabolomic data from all 30 subjects are available under accession number MTBLS265. Plasma and RBC data from all 30 subjects can be found under MTBLS266 and MTBLS267, respectively.",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS264,['orbitrap'],['100-1000'],"['negative', 'positive']",,['HILIC'],"['ZIC-pHILIC (5 µm, 2.1 mm × 150 mm; Merck Sequant)']",['electrospray ionization'],,,['Michrom BioResources Paradigm MS4 HPLC system']
MTBLS265,"Individual variability in human blood metabolites identifies age-related differences (30 persons, whole blood data).",2.45GB,"['Graduate School of Medicine, Kyoto University', 'G0 Cell Unit, Okinawa Institute of Science and Technology Graduate University (OIST)']",['blood'],['Thermo Scientific LTQ Orbitrap'],"['collection time point', 'surgery type']","['blood metabolome', 'tandem mass spectrometry', 'high-performance liquid chromatography-mass spectrometry', 'untargeted metabolites']",3/10/16 0:00,"Metabolites present in human blood document individual physiological states influenced by genetic, epigenetic, and lifestyle factors. Using high-resolution liquid chromatography-mass spectrometry (LC-MS), we performed nontargeted, quantitative metabolomics analysis in blood of 15 young (29 ± 4 y of age) and 15 elderly (81 ± 7 y of age) individuals. Coefficients of variation (CV = SD/mean) were obtained for 126 blood metabolites of all 30 donors. Fifty-five RBC-enriched metabolites, for which metabolomics studies have been scarce, are highlighted here. We found 14 blood compounds that show remarkable age-related increases or decreases; they include 1,5-anhydroglucitol, dimethyl-guanosine, acetyl-carnosine, carnosine, ophthalmic acid, UDP-acetyl-glucosamine, N-acetyl-arginine, N6-acetyl-lysine, pantothenate, citrulline, leucine, isoleucine, NAD+, and NADP+. Six of them are RBC-enriched, suggesting that RBC metabolomics is highly valuable for human aging research. Age differences are partly explained by a decrease in antioxidant production or increasing inefficiency of urea metabolism among the elderly. Pearson’s coefficients demonstrated that some age-related compounds are correlated, suggesting that aging affects them concomitantly. Although our CV values are mostly consistent with those CVs previously published, we here report previously unidentified CVs of 51 blood compounds. Compounds having moderate to high CV values (0.4–2.5) are often modified. Compounds having low CV values, such as ATP and glutathione, may be related to various diseases because their concentrations are strictly controlled, and changes in them would compromise health. Thus, human blood is a rich source of information about individual metabolic differences. </p> Data from three injections of the same sample and three samples prepared from the same donated blood are available under accession number MTBLS263. Blood samples drawn from four volunteers four times within 24 h are available under accession number MTBLS264. Plasma and RBC data from all 30 subjects can be found under MTBLS266 and MTBLS267, respectively.",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS265,['orbitrap'],['100-1000'],"['negative', 'positive']",,['HILIC'],"['ZIC-pHILIC (5 µm, 2.1 mm x 150 mm; Merck Sequant)']",['electrospray ionization'],,,['Michrom BioResources Paradigm MS4 HPLC system']
